REPORT_ID	RESERVATION_DATE	CHAR_RESERVATION_DATE	MARKET_CODE	CF_MARKET_CODE_SEQ	MARKET_CODE_DESC	S_DEF_ROOMS_DAY	S_DEF_ROOMS_MKT	S_REV_DAY	S_REV_MKT	DAY_ROOMS	TOT_ARR_DAY	TOT_ARR_MKT	ARRIVAL_RMS_DAY	ARR_RMS_MKT	GUEST_DAY	GUEST_MKT	DOUBLE_OCC_DAY	DOUBLE_OCC_MKT	SINGLE_OCC_DAY	SINGLE_OCC_MKT	PER_DOUBLE_MKT	PER_DOUBLE_OCC_DAY	PER_OCC_DAY	PER_OCC_MKT	CS_SUM_OO_MKT	CS_AVG_OO_DAY	NO_DEFINITE_ROOMS	ARRIVAL_RMS	NO_OF_GUESTS	SINGLE_OCCUPANCY	MULTI_OCCUPANCY	TOTAL_REVENUE	OO_ROOMS	PRINT_NO_OF_ROOMS	GET_ARR	PER_OCC	MULTI_OCC_PER
41307430	28-APR-22	28-04-22	ATP	ATP	ATP	38	0	11876.76	0		312.546316	0	8	0	84	0	31	0	7	0	0	81.5789474	15.9663866	0	2490	10	0	0	0	0	0	0	10	0	0	0	0
41307430	28-APR-22	28-04-22	BPR	BPR	BPR	38	0	11876.76	0		312.546316	0	8	0	84	0	31	0	7	0	0	81.5789474	15.9663866	0	2490	10	0	0	0	0	0	0	10	0	0	0	0
41307430	28-APR-22	28-04-22	CMP	CMP	CMP	38	174	11876.76	0		312.546316	0	8	5	84	393	31	169	7	5	97.1264368	81.5789474	15.9663866	.197104601	2490	10	3	0	6	0	3	0	10	3	0	1.26050420	100
41307430	28-APR-22	28-04-22	CNT	CNT	CNT	38	241	11876.76	0		312.546316	0	8	33	84	634	31	200	7	41	82.9875519	81.5789474	15.9663866	.273001201	2490	10	7	1	17	1	6	0	10	7	0	2.94117647	85.7142857
41307430	28-APR-22	28-04-22	COM	COM	COM	38	258	11876.76	156816.23		312.546316	607.814845	8	79	84	677	31	227	7	31	87.9844961	81.5789474	15.9663866	.292258547	2490	10	13	5	34	1	12	8415.83	10	13	647.3715384615384615384615384615384615	5.46218487	92.3076923
41307430	28-APR-22	28-04-22	DIS	DIS	DIS	38	0	11876.76	0		312.546316	0	8	0	84	0	31	0	7	0	0	81.5789474	15.9663866	0	2490	10	0	0	0	0	0	0	10	0	0	0	0
41307430	28-APR-22	28-04-22	GAS	GAS	GAS	38	0	11876.76	0		312.546316	0	8	0	84	0	31	0	7	0	0	81.5789474	15.9663866	0	2490	10	0	0	0	0	0	0	10	0	0	0	0
41307430	28-APR-22	28-04-22	GCM	GCM	GCM	38	0	11876.76	0		312.546316	0	8	0	84	0	31	0	7	0	0	81.5789474	15.9663866	0	2490	10	0	0	0	0	0	0	10	0	0	0	0
41307430	28-APR-22	28-04-22	GCP	GCP	GCP	38	256	11876.76	96942.56		312.546316	378.681875	8	58	84	256	31	0	7	256	0	81.5789474	15.9663866	.289992977	2490	10	0	0	0	0	0	0	10	0	0	0	0
41307430	28-APR-22	28-04-22	GDP	GDP	GDP	38	0	11876.76	0		312.546316	0	8	0	84	0	31	0	7	0	0	81.5789474	15.9663866	0	2490	10	0	0	0	0	0	0	10	0	0	0	0
