REPORT_ID	RESERVATION_DATE	CHAR_RESERVATION_DATE	MARKET_CODE	CF_MARKET_CODE_SEQ	MARKET_CODE_DESC	S_DEF_ROOMS_DAY	S_DEF_ROOMS_MKT	S_REV_DAY	S_REV_MKT	DAY_ROOMS	TOT_ARR_DAY	TOT_ARR_MKT	ARRIVAL_RMS_DAY	ARR_RMS_MKT	GUEST_DAY	GUEST_MKT	DOUBLE_OCC_DAY	DOUBLE_OCC_MKT	SINGLE_OCC_DAY	SINGLE_OCC_MKT	PER_DOUBLE_MKT	PER_DOUBLE_OCC_DAY	PER_OCC_DAY	PER_OCC_MKT	CS_SUM_OO_MKT	CS_AVG_OO_DAY	NO_DEFINITE_ROOMS	ARRIVAL_RMS	NO_OF_GUESTS	SINGLE_OCCUPANCY	MULTI_OCCUPANCY	TOTAL_REVENUE	OO_ROOMS	PRINT_NO_OF_ROOMS	GET_ARR	PER_OCC	MULTI_OCC_PER
44307930	06-SEP-22	06-09-22	ATP	ATP	ATP	124	0	109379.96	0		882.096452	0	25	0	357	0	108	0	16	0	0	87.0967742	52.1008403	0	1180	10	0	0	0	0	0	0	10	0	0	0	0
44307930	06-SEP-22	06-09-22	BPR	BPR	BPR	124	0	109379.96	0		882.096452	0	25	0	357	0	108	0	16	0	0	87.0967742	52.1008403	0	1180	10	0	0	0	0	0	0	10	0	0	0	0
44307930	06-SEP-22	06-09-22	CMP	CMP	CMP	124	106	109379.96	0		882.096452	0	25	15	357	231	108	91	16	15	85.8490566	87.0967742	52.1008403	.118319418	1180	10	8	1	17	2	6	0	10	8	0	3.36134454	75
44307930	06-SEP-22	06-09-22	CNT	CNT	CNT	124	578	109379.96	0		882.096452	0	25	69	357	1996	108	525	16	53	90.8304498	87.0967742	52.1008403	.645175693	1180	10	45	8	159	2	43	0	10	45	0	18.9075630	95.5555556
44307930	06-SEP-22	06-09-22	COM	COM	COM	124	422	109379.96	764594.78		882.096452	1811.83597	25	74	357	1182	108	408	16	14	96.6824645	87.0967742	52.1008403	.471045229	1180	10	39	7	106	4	35	73593.42	10	39	1887.010769230769230769230769230769231	16.3865546	89.7435897
44307930	06-SEP-22	06-09-22	DIS	DIS	DIS	124	0	109379.96	0		882.096452	0	25	0	357	0	108	0	16	0	0	87.0967742	52.1008403	0	1180	10	0	0	0	0	0	0	10	0	0	0	0
44307930	06-SEP-22	06-09-22	GAS	GAS	GAS	124	0	109379.96	0		882.096452	0	25	0	357	0	108	0	16	0	0	87.0967742	52.1008403	0	1180	10	0	0	0	0	0	0	10	0	0	0	0
44307930	06-SEP-22	06-09-22	GCM	GCM	GCM	124	0	109379.96	0		882.096452	0	25	0	357	0	108	0	16	0	0	87.0967742	52.1008403	0	1180	10	0	0	0	0	0	0	10	0	0	0	0
44307930	06-SEP-22	06-09-22	GCP	GCP	GCP	124	0	109379.96	0		882.096452	0	25	0	357	0	108	0	16	0	0	87.0967742	52.1008403	0	1180	10	0	0	0	0	0	0	10	0	0	0	0
44307930	06-SEP-22	06-09-22	GDP	GDP	GDP	124	0	109379.96	0		882.096452	0	25	0	357	0	108	0	16	0	0	87.0967742	52.1008403	0	1180	10	0	0	0	0	0	0	10	0	0	0	0
44307930	06-SEP-22	06-09-22	GEP	GEP	GEP	124	0	109379.96	0		882.096452	0	25	0	357	0	108	0	16	0	0	87.0967742	52.1008403	0	1180	10	0	0	0	0	0	0	10	0	0	0	0
44307930	06-SEP-22	06-09-22	GGV	GGV	GGV	124	0	109379.96	0		882.096452	0	25	0	357	0	108	0	16	0	0	87.0967742	52.1008403	0	1180	10	0	0	0	0	0	0	10	0	0	0	0
44307930	06-SEP-22	06-09-22	GMP	GMP	GMP	124	0	109379.96	0		882.096452	0	25	0	357	0	108	0	16	0	0	87.0967742	52.1008403	0	1180	10	0	0	0	0	0	0	10	0	0	0	0
44307930	06-SEP-22	06-09-22	GOV	GOV	GOV	124	0	109379.96	0		882.096452	0	25	0	357	0	108	0	16	0	0	87.0967742	52.1008403	0	1180	10	0	0	0	0	0	0	10	0	0	0	0
44307930	06-SEP-22	06-09-22	GSF	GSF	GSF	124	0	109379.96	0		882.096452	0	25	0	357	0	108	0	16	0	0	87.0967742	52.1008403	0	1180	10	0	0	0	0	0	0	10	0	0	0	0
44307930	06-SEP-22	06-09-22	GTR	GTR	GTR	124	0	109379.96	0		882.096452	0	25	0	357	0	108	0	16	0	0	87.0967742	52.1008403	0	1180	10	0	0	0	0	0	0	10	0	0	0	0
