REPORT_ID	RESERVATION_DATE	CHAR_RESERVATION_DATE	MARKET_CODE	CF_MARKET_CODE_SEQ	MARKET_CODE_DESC	S_DEF_ROOMS_DAY	S_DEF_ROOMS_MKT	S_REV_DAY	S_REV_MKT	DAY_ROOMS	TOT_ARR_DAY	TOT_ARR_MKT	ARRIVAL_RMS_DAY	ARR_RMS_MKT	GUEST_DAY	GUEST_MKT	DOUBLE_OCC_DAY	DOUBLE_OCC_MKT	SINGLE_OCC_DAY	SINGLE_OCC_MKT	PER_DOUBLE_MKT	PER_DOUBLE_OCC_DAY	PER_OCC_DAY	PER_OCC_MKT	CS_SUM_OO_MKT	CS_AVG_OO_DAY	NO_DEFINITE_ROOMS	ARRIVAL_RMS	NO_OF_GUESTS	SINGLE_OCCUPANCY	MULTI_OCCUPANCY	TOTAL_REVENUE	OO_ROOMS	PRINT_NO_OF_ROOMS	GET_ARR	PER_OCC	MULTI_OCC_PER
39342431	14-OCT-21	14-10-21	ATP	ATP	ATP	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
39342431	14-OCT-21	14-10-21	BPR	BPR	BPR	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
39342431	14-OCT-21	14-10-21	CMP	CMP	CMP	146	178	43533.69	0		298.175959	0	39	0	359	269	124	91	22	87	51.1235955	84.9315068	64.0350877	.197960341	851	20	9	0	13	5	4	0	20	9	0	3.94736842	44.4444444
39342431	14-OCT-21	14-10-21	CNT	CNT	CNT	146	286	43533.69	0		298.175959	0	39	36	359	1023	124	267	22	19	93.3566434	84.9315068	64.0350877	.318071110	851	20	31	6	98	4	27	0	20	31	0	13.5964912	87.0967742
39342431	14-OCT-21	14-10-21	COM	COM	COM	146	386	43533.69	225823.82		298.175959	585.035803	39	97	359	1026	124	367	22	19	95.0777202	84.9315068	64.0350877	.429284785	851	20	49	22	129	3	46	24319.96	20	49	496.3257142857142857142857142857142857	21.4912281	93.8775510
39342431	14-OCT-21	14-10-21	DIS	DIS	DIS	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
39342431	14-OCT-21	14-10-21	GAS	GAS	GAS	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
39342431	14-OCT-21	14-10-21	GCM	GCM	GCM	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
39342431	14-OCT-21	14-10-21	GCP	GCP	GCP	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
39342431	14-OCT-21	14-10-21	GDP	GDP	GDP	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
39342431	14-OCT-21	14-10-21	GEP	GEP	GEP	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
39342431	14-OCT-21	14-10-21	GGV	GGV	GGV	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
39342431	14-OCT-21	14-10-21	GMP	GMP	GMP	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
39342431	14-OCT-21	14-10-21	GOV	GOV	GOV	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
39342431	14-OCT-21	14-10-21	GSF	GSF	GSF	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
39342431	14-OCT-21	14-10-21	GTR	GTR	GTR	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
39342431	14-OCT-21	14-10-21	GTT	GTT	GTT	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
39342431	14-OCT-21	14-10-21	HSU	HSU	HSU	146	251	43533.69	0		298.175959	0	39	3	359	432	124	178	22	73	70.9163347	84.9315068	64.0350877	.279146324	851	20	8	0	11	5	3	0	20	8	0	3.50877193	37.5
39342431	14-OCT-21	14-10-21	INT	INT	INT	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
39342431	14-OCT-21	14-10-21	IOP	IOP	IOP	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
39342431	14-OCT-21	14-10-21	LOC	LOC	LOC	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
39342431	14-OCT-21	14-10-21	MEG	MEG	MEG	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
39342431	14-OCT-21	14-10-21	NAT	NAT	NAT	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
39342431	14-OCT-21	14-10-21	PKG	PKG	PKG	146	90	43533.69	38247.43		298.175959	424.971444	39	18	359	250	124	81	22	9	90	84.9315068	64.0350877	.100092307	851	20	5	5	9	1	4	838.6	20	5	167.72	2.19298246	80
39342431	14-OCT-21	14-10-21	SLB	SLB	SLB	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
39342431	14-OCT-21	14-10-21	WEDD	WEDD	WEDD	146	0	43533.69	0		298.175959	0	39	0	359	0	124	0	22	0	0	84.9315068	64.0350877	0	851	20	0	0	0	0	0	0	20	0	0	0	0
